"herdID","county","BCoVRes","BRSVRes","KlauvstatusRes","JurstatusRes","animalType","animalBreed","animalNumber"
3098,32,0,1,0,0,"Oksekalv 4-8 uker","Holstein",10
3835,46,1,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
3555,50,0,0,0,1,"Kvige","Krysning - melkeraser",1
3996,56,0,0,0,0,"Kvige","Jersey",9
3557,33,0,1,0,0,"Kvigekalv 4-8 uker","Scottish Highland",1
3824,50,0,1,1,1,"Kvigekalv 8-16 uker","Holstein",2
2731,11,0,0,1,0,"Ung Okse","Aberdeen angus",2
2828,56,0,1,0,0,"Kvige","Limousin",1
3443,34,0,0,0,0,"Brukt Okse","Limousin",8
3924,42,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
3487,11,0,0,1,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",4
3245,32,0,1,0,0,"Oksekalv 16-24 uker","Gamle norske raser",2
2442,50,0,1,0,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",8
3119,50,0,0,0,0,"Oksekalv 8-16 uker","Jersey",4
2412,46,0,0,0,0,"Oksekalv 8-16 uker","Aberdeen angus",7
3122,11,0,0,0,0,"Ung Okse","Limousin",1
2049,55,0,0,0,0,"Kvige","Holstein",1
3663,11,0,0,0,0,"Oksekalv 16-24 uker","Andre kjøttferaser",5
2282,34,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3330,39,0,0,1,1,"Oksekalv 4-8 uker","Charolais",1
2064,34,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
3490,42,1,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",9
3297,34,0,0,0,1,"Kvigekalv 16-24 uker","Aberdeen angus",2
2766,34,1,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
2771,42,0,0,0,0,"Kvige","Hereford",1
2538,56,0,1,1,0,"Kvigekalv 24-42 uker","Holstein",1
3207,31,0,0,0,0,"Oksekalv 1-3 uker","Charolais",4
3836,39,0,1,0,1,"Ung Okse","Gamle norske raser",6
3645,31,0,1,0,0,"Ku","Scottish Highland",3
2859,33,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
3119,50,0,0,0,0,"Ung Okse","Jersey",1
3244,39,0,0,0,0,"Ung Okse","Andre kjøttferaser",1
2321,11,0,0,0,0,"Oksekalv 8-16 uker","Charolais",1
2847,55,0,0,0,0,"Kvigekalv 1-3 uker","Hereford",5
2720,56,0,0,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
3017,34,0,1,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",4
2186,46,0,0,0,0,"Kvigekalv 24-42 uker","Holstein",3
2989,33,0,0,0,1,"Ung Okse","Gamle norske raser",4
3340,18,0,1,1,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",6
3745,42,0,1,0,0,"Kvigekalv 4-8 uker","Scottish Highland",4
3212,31,0,1,0,0,"Kvige","Jersey",4
3316,39,0,1,1,0,"Oksekalv 4-8 uker","Krysning - melkeraser",1
2269,11,0,1,0,0,"Brukt Okse","Scottish Highland",7
3780,32,1,1,0,0,"Kvige","Charolais",1
3734,42,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3172,50,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3462,34,0,0,0,0,"Kvigekalv 4-8 uker","Charolais",3
3066,32,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",3
3189,55,0,1,0,0,"Kvige","Charolais",3
2479,34,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",7
2489,50,0,1,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
2681,50,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
2236,50,0,1,0,0,"Oksekalv 16-24 uker","Andre kjøttferaser",2
3449,11,0,1,0,0,"Oksekalv 8-16 uker","Jersey",9
2755,34,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2404,18,0,0,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",1
3613,46,0,0,0,0,"Ung ku","Krysning - melkeraser",6
3811,34,0,0,1,0,"Ung Okse","Krysning - kjøttfe",3
3094,55,0,1,1,0,"Kvigekalv 16-24 uker","Krysning - kjøttfe",1
2854,55,1,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
2519,42,0,0,0,0,"Ung Kvige","Holstein",2
2863,11,0,1,1,0,"Kvige","Scottish Highland",4
2104,50,1,1,1,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
3746,11,0,0,0,1,"Kvigekalv 4-8 uker","Scottish Highland",4
2555,34,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
2215,55,0,1,0,0,"Kvigekalv 4-8 uker","Aberdeen angus",4
2159,39,0,0,1,0,"Ung Kvige","Hereford",1
3177,55,1,0,0,0,"Kvige","Aberdeen angus",1
3002,32,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2876,42,0,0,1,0,"Ung Kvige","Scottish Highland",9
2929,34,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3144,18,1,1,0,1,"Kvigekalv 16-24 uker","Scottish Highland",1
3091,50,0,0,0,0,"Kvigekalv 8-16 uker","Gamle norske raser",3
2977,11,1,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
3049,42,0,0,0,0,"Ku","Andre kjøttferaser",2
2708,11,0,0,0,0,"Oksekalv 4-8 uker","Holstein",2
2080,39,0,1,0,0,"Kvige","Gamle norske raser",3
2394,56,0,0,0,0,"Kvige","Krysning - melkeraser",2
3044,42,0,1,0,1,"Kvigekalv 1-3 uker","Holstein",1
2229,40,0,1,0,0,"Kvige","Gamle norske raser",3
2159,39,0,0,1,0,"Kvigekalv 24-42 uker","Hereford",2
2517,42,1,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
2478,33,1,0,0,1,"Oksekalv 4-8 uker","Krysning - melkeraser",6
3192,11,0,1,1,0,"Ung Okse","Jersey",2
2226,11,0,0,0,0,"Ung Okse","Charolais",2
3025,11,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",10
3134,50,0,1,0,0,"Ung Okse","Krysning - melkeraser",5
3893,46,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",9
2473,32,0,1,0,0,"Kvige","Limousin",4
3372,11,0,1,0,1,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2304,39,0,0,0,0,"Oksekalv 24-42 uker","Hereford",4
3455,33,1,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",4
3370,34,1,0,0,0,"Oksekalv 1-3 uker","Andre kjøttferaser",1
2017,33,1,1,1,0,"Ung ku","Jersey",1
3733,31,0,0,0,0,"Kvige","Holstein",4
3677,31,0,0,0,1,"Kvigekalv 16-24 uker","Jersey",7
2463,39,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3193,50,0,1,0,0,"Ung Okse","Holstein",1
2420,33,0,1,0,0,"Kvigekalv 16-24 uker","Limousin",7
3735,55,0,1,0,0,"Ung Kvige","Gamle norske raser",4
2160,50,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",3
2734,46,0,0,1,0,"Kvigekalv 16-24 uker","Gamle norske raser",2
3018,50,1,0,0,0,"Ung Kvige","Aberdeen angus",1
3043,11,0,0,0,0,"Oksekalv 4-8 uker","Limousin",4
2457,32,0,0,0,1,"Ung Kvige","Holstein",1
3980,34,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
2933,11,1,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3675,42,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",5
2152,46,1,0,0,0,"Ku","Norsk Rødt Fe (NRF)",4
2072,55,1,1,0,0,"Kvigekalv 1-3 uker","Holstein",1
2560,31,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2798,11,0,1,0,1,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3035,32,0,0,0,0,"Ung Okse","Scottish Highland",1
3800,50,0,0,0,0,"Ung Kvige","Holstein",1
2262,31,1,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3021,11,0,1,0,1,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3424,34,0,0,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2941,33,0,0,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",2
3654,56,0,1,0,0,"Brukt Okse","Jersey",1
3847,46,0,1,1,1,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",3
2929,34,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
2760,56,1,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3259,34,0,0,1,0,"Kvigekalv 1-3 uker","Scottish Highland",3
3928,11,0,0,0,0,"Brukt Okse","Scottish Highland",9
3630,34,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",4
2379,40,0,1,0,0,"Oksekalv 4-8 uker","Holstein",5
3877,11,0,1,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",2
2562,34,1,0,0,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",2
2326,50,0,1,0,0,"Oksekalv 16-24 uker","Holstein",1
2957,18,0,0,0,0,"Ung Okse","Simmental",1
2900,46,1,0,0,0,"Oksekalv 4-8 uker","Holstein",4
2585,11,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2175,18,1,0,0,0,"Ung Kvige","Scottish Highland",1
2630,15,1,0,0,0,"Kvige","Andre kjøttferaser",2
2319,11,0,0,1,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
2053,34,0,0,0,0,"Oksekalv 1-3 uker","Holstein",1
3876,31,0,0,1,0,"Brukt Okse","Andre kjøttferaser",5
2183,11,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3572,18,0,0,0,0,"Oksekalv 8-16 uker","Limousin",2
2948,33,0,1,0,0,"Oksekalv 24-42 uker","Andre kjøttferaser",2
3593,56,1,0,0,0,"Ung Okse","Krysning - kjøttfe",1
3187,42,0,1,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",4
3709,11,1,0,0,0,"Kvigekalv 4-8 uker","Jersey",8
2129,42,0,0,0,0,"Oksekalv 1-3 uker","Gamle norske raser",5
3124,46,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",10
2666,34,0,0,0,1,"Kvigekalv 4-8 uker","Limousin",1
2080,39,0,1,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",1
2278,11,0,0,0,0,"Ung Kvige","Krysning - kjøttfe",4
3544,46,0,1,1,0,"Kvige","Norsk Rødt Fe (NRF)",8
2934,42,0,0,0,0,"Kvigekalv 4-8 uker","Holstein",2
2131,34,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
2492,42,0,0,0,0,"Oksekalv 8-16 uker","Jersey",1
2101,34,0,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",5
3257,50,0,0,1,0,"Kvigekalv 4-8 uker","Limousin",1
3145,34,1,1,1,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",9
3433,39,0,0,0,0,"Brukt Okse","Andre kjøttferaser",1
2577,50,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
2135,39,0,0,0,0,"Kvige","Andre kjøttferaser",2
3893,46,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
3329,18,0,0,0,0,"Oksekalv 16-24 uker","Hereford",2
3319,50,0,0,0,0,"Brukt Okse","Aberdeen angus",9
2259,31,0,1,0,1,"Kvigekalv 8-16 uker","Andre kjøttferaser",3
3448,33,0,1,0,0,"Kvigekalv 4-8 uker","Charolais",7
2531,46,1,1,0,1,"Kvigekalv 4-8 uker","Charolais",7
2249,31,0,0,0,0,"Kvigekalv 8-16 uker","Charolais",9
3376,32,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
2504,56,1,1,0,0,"Oksekalv 4-8 uker","Holstein",2
2746,40,0,0,0,0,"Oksekalv 1-3 uker","Andre kjøttferaser",5
3551,40,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3370,34,1,0,0,0,"Ung Okse","Andre kjøttferaser",10
3823,55,1,0,0,0,"Kvigekalv 4-8 uker","Limousin",1
2769,42,0,1,0,1,"Oksekalv 4-8 uker","Hereford",1
2966,15,0,0,0,0,"Oksekalv 4-8 uker","Scottish Highland",1
2092,33,0,0,0,0,"Oksekalv 8-16 uker","Gamle norske raser",1
3742,33,0,0,0,0,"Oksekalv 4-8 uker","Holstein",2
3331,11,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",2
3608,46,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
2011,32,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",4
2012,34,0,0,0,0,"Kvige","Andre kjøttferaser",1
3495,50,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",10
3483,40,0,1,1,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3916,31,0,0,0,1,"Kvige","Krysning - melkeraser",7
2063,55,0,0,0,0,"Ku","Aberdeen angus",2
2689,50,0,1,0,0,"Ung Kvige","Andre kjøttferaser",1
3419,46,1,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
3977,33,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
3597,11,1,1,0,0,"Kvigekalv 8-16 uker","Jersey",1
3821,11,1,0,0,0,"Kvigekalv 16-24 uker","Holstein",1
2947,55,0,0,0,0,"Kvige","Charolais",1
3589,11,0,1,0,0,"Kvigekalv 16-24 uker","Gamle norske raser",1
2246,31,0,1,0,0,"Oksekalv 24-42 uker","Gamle norske raser",1
2161,32,0,1,0,0,"Ung Okse","Limousin",6
3335,11,0,1,0,0,"Oksekalv 8-16 uker","Krysning - kjøttfe",6
3838,42,0,0,0,1,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",9
2632,46,0,0,0,0,"Kvigekalv 4-8 uker","Andre kjøttferaser",1
3779,50,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2580,34,0,0,0,0,"Kvigekalv 16-24 uker","Holstein",1
2848,18,0,1,0,0,"Ung Kvige","Hereford",9
2808,56,0,0,0,0,"Kvige","Scottish Highland",1
2820,42,0,1,0,0,"Ung Okse","Scottish Highland",1
2399,39,1,0,0,0,"Kvige","Limousin",3
3509,40,1,0,0,1,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2030,55,1,0,1,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3351,11,0,0,1,0,"Kvigekalv 1-3 uker","Krysning - kjøttfe",4
2906,56,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",5
3458,11,0,0,0,0,"Ung Okse","Simmental",1
2916,11,0,0,0,0,"Ung Okse","Hereford",2
2674,55,1,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2685,55,0,1,0,0,"Kvige","Limousin",8
2055,46,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",8
2864,42,0,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",8
3077,50,1,1,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",4
3625,18,1,1,0,0,"Oksekalv 4-8 uker","Holstein",3
3594,50,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3721,46,1,1,0,0,"Oksekalv 16-24 uker","Krysning - melkeraser",9
2701,55,1,0,0,0,"Oksekalv 8-16 uker","Limousin",1
2495,56,0,0,0,0,"Kvigekalv 4-8 uker","Scottish Highland",5
3434,42,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
3071,11,0,1,0,0,"Kvigekalv 8-16 uker","Charolais",1
2725,11,0,0,0,0,"Kvigekalv 24-42 uker","Gamle norske raser",7
3204,31,0,0,0,0,"Brukt Okse","Andre kjøttferaser",2
3086,42,0,1,0,0,"Oksekalv 8-16 uker","Jersey",1
2383,11,0,1,0,1,"Kvige","Gamle norske raser",7
2338,46,0,0,0,0,"Kvigekalv 16-24 uker","Jersey",1
3050,46,0,1,0,0,"Kvigekalv 4-8 uker","Jersey",1
3164,32,0,1,0,0,"Kvigekalv 24-42 uker","Krysning - kjøttfe",4
2586,42,0,0,0,0,"Kvigekalv 4-8 uker","Limousin",1
2015,31,0,1,1,0,"Kvigekalv 8-16 uker","Holstein",1
2162,50,0,1,0,0,"Kvigekalv 1-3 uker","Jersey",1
3746,11,0,0,0,1,"Brukt Okse","Scottish Highland",1
2487,50,0,1,0,0,"Brukt Okse","Holstein",7
2930,50,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
3964,46,1,0,0,1,"Kvigekalv 8-16 uker","Jersey",5
2467,46,0,1,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",1
3874,46,0,0,0,0,"Brukt Okse","Hereford",2
2409,33,0,1,0,0,"Oksekalv 8-16 uker","Scottish Highland",6
3369,11,0,0,1,0,"Kvigekalv 1-3 uker","Jersey",6
2181,55,1,0,1,0,"Kvige","Holstein",7
3337,34,0,1,0,0,"Kvigekalv 1-3 uker","Limousin",1
3771,32,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",5
3328,31,0,0,0,1,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",9
3215,42,0,0,0,1,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2439,33,0,0,0,1,"Oksekalv 16-24 uker","Aberdeen angus",8
3276,34,0,0,0,0,"Kvigekalv 16-24 uker","Limousin",2
2703,33,0,0,0,1,"Kvigekalv 8-16 uker","Krysning - kjøttfe",4
2587,31,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",7
2790,11,0,0,1,0,"Oksekalv 1-3 uker","Scottish Highland",1
2864,42,0,0,0,0,"Oksekalv 24-42 uker","Aberdeen angus",1
2298,39,1,1,0,0,"Oksekalv 16-24 uker","Andre kjøttferaser",2
2164,11,1,0,0,0,"Kvigekalv 8-16 uker","Gamle norske raser",1
2845,33,0,1,0,0,"Oksekalv 4-8 uker","Simmental",4
2263,11,0,0,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
2933,11,1,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",10
3941,11,1,1,0,0,"Ung Okse","Holstein",4
3001,31,1,0,0,0,"Brukt Okse","Aberdeen angus",8
3141,39,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2051,55,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
2082,32,0,1,0,0,"Ung Okse","Hereford",6
3866,3,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
2085,46,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
2255,11,0,0,0,0,"Kvigekalv 8-16 uker","Limousin",4
3835,46,1,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
2430,32,0,0,0,0,"Oksekalv 16-24 uker","Hereford",10
2614,39,0,0,0,0,"Kvigekalv 1-3 uker","Limousin",1
3678,50,0,0,0,0,"Kvige","Holstein",9
2836,11,0,1,0,0,"Kvigekalv 8-16 uker","Holstein",6
3707,55,0,1,0,0,"Kvigekalv 24-42 uker","Krysning - kjøttfe",6
2224,56,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",8
2445,11,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2232,11,0,0,0,0,"Ku","Gamle norske raser",10
3576,11,1,1,0,0,"Ung Kvige","Hereford",3
3714,56,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
2048,32,1,0,0,1,"Oksekalv 4-8 uker","Hereford",4
3583,50,0,0,0,0,"Ung Kvige","Hereford",2
3362,11,0,0,1,0,"Ung Kvige","Aberdeen angus",1
3974,11,0,1,0,0,"Oksekalv 4-8 uker","Holstein",1
3114,11,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
2371,40,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2280,32,0,1,0,0,"Oksekalv 24-42 uker","Charolais",4
2241,32,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3491,50,0,1,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3302,40,0,1,0,0,"Ung Okse","Holstein",2
2680,46,0,0,1,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",1
3539,11,0,1,0,0,"Ung Kvige","Holstein",7
3339,50,1,0,0,0,"Ung Kvige","Krysning - melkeraser",1
3197,11,0,0,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",10
3052,55,0,0,0,0,"Ung ku","Scottish Highland",4
2959,55,1,1,0,0,"Oksekalv 24-42 uker","Jersey",2
2352,32,1,1,1,1,"Oksekalv 24-42 uker","Charolais",3
2006,34,0,0,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
3536,56,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",3
2832,42,0,0,0,0,"Oksekalv 16-24 uker","Gamle norske raser",1
3477,11,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
2124,56,0,1,0,0,"Kvigekalv 24-42 uker","Hereford",1
3170,33,1,1,0,1,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3098,32,0,1,0,0,"Ung Okse","Holstein",2
2642,42,0,0,0,0,"Ung Kvige","Limousin",9
2171,55,0,1,1,0,"Ung Okse","Hereford",1
3797,50,0,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",4
3763,32,0,1,0,1,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
2702,32,1,0,1,0,"Ung Okse","Holstein",1
2534,32,0,1,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",7
2221,31,1,0,0,0,"Oksekalv 16-24 uker","Aberdeen angus",2
3167,11,0,0,0,1,"Ung Okse","Hereford",2
3877,11,0,1,0,0,"Oksekalv 8-16 uker","Aberdeen angus",3
3787,34,0,1,0,0,"Ung Okse","Krysning - kjøttfe",6
3640,50,0,0,0,0,"Kvigekalv 4-8 uker","Hereford",1
2680,46,0,0,1,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",1
2123,56,1,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3889,42,0,0,1,0,"Oksekalv 4-8 uker","Jersey",5
2030,55,1,0,1,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
3793,11,0,0,1,0,"Oksekalv 8-16 uker","Holstein",8
3594,50,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
3458,11,0,0,0,0,"Ung Kvige","Simmental",6
3541,50,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2510,11,0,0,0,0,"Kvigekalv 16-24 uker","Krysning - kjøttfe",2
2289,31,0,1,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
2633,42,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",7
2235,18,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2048,32,1,0,0,1,"Ung Okse","Hereford",2
2783,32,0,0,0,1,"Kvige","Holstein",4
3034,39,1,0,0,0,"Brukt Okse","Krysning - melkeraser",5
3951,31,0,0,0,0,"Ung Okse","Andre kjøttferaser",8
3819,40,1,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
2180,33,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
2264,18,0,0,0,1,"Ung Okse","Limousin",3
3506,33,1,1,1,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",9
3048,34,1,0,1,0,"Ung Kvige","Limousin",10
3951,31,0,0,0,0,"Brukt Okse","Andre kjøttferaser",6
3938,46,0,0,0,0,"Oksekalv 24-42 uker","Holstein",3
2047,34,0,0,0,0,"Kvigekalv 16-24 uker","Scottish Highland",1
3955,31,0,0,0,0,"Oksekalv 4-8 uker","Krysning - melkeraser",10
3814,40,1,0,0,0,"Oksekalv 8-16 uker","Scottish Highland",2
3856,34,1,0,0,0,"Oksekalv 8-16 uker","Jersey",2
2986,11,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2900,46,1,0,0,0,"Oksekalv 16-24 uker","Holstein",2
3074,32,0,0,0,1,"Kvige","Aberdeen angus",4
2163,11,0,1,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",4
3545,50,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",5
2250,46,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
2144,40,0,0,0,0,"Ung Kvige","Jersey",6
3659,11,0,0,0,0,"Ku","Holstein",1
3585,34,0,0,0,0,"Kvige","Aberdeen angus",4
3145,34,1,1,1,0,"Kvigekalv 16-24 uker","Krysning - kjøttfe",7
3430,50,0,1,0,0,"Kvige","Andre kjøttferaser",2
3118,15,0,1,0,1,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2260,34,0,0,0,0,"Kvigekalv 4-8 uker","Jersey",1
2810,39,0,0,1,0,"Kvigekalv 8-16 uker","Holstein",2
2686,15,0,0,0,0,"Kvige","Jersey",10
2828,56,0,1,0,0,"Ung Kvige","Limousin",6
2259,31,0,1,0,1,"Ku","Andre kjøttferaser",9
2391,34,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",4
2782,31,1,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3489,56,0,0,1,0,"Kvige","Gamle norske raser",1
3731,32,0,0,0,0,"Ung Kvige","Limousin",3
2162,50,0,1,0,0,"Ung Kvige","Jersey",4
3756,50,1,0,0,0,"Kvigekalv 24-42 uker","Charolais",8
3894,50,0,0,0,0,"Kvigekalv 1-3 uker","Krysning - melkeraser",1
3275,11,0,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
3932,33,0,1,0,0,"Kvige","Gamle norske raser",1
2985,34,0,0,0,0,"Ku","Norsk Rødt Fe (NRF)",4
3927,50,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2841,40,0,0,0,0,"Oksekalv 8-16 uker","Limousin",3
2175,18,1,0,0,0,"Kvigekalv 8-16 uker","Scottish Highland",1
2309,46,1,1,0,0,"Oksekalv 16-24 uker","Limousin",8
3757,3,0,0,0,0,"Oksekalv 24-42 uker","Hereford",3
2662,31,0,0,0,0,"Kvigekalv 16-24 uker","Andre kjøttferaser",3
3441,55,1,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
3447,40,0,1,1,0,"Ung ku","Andre kjøttferaser",5
2298,39,1,1,0,0,"Oksekalv 1-3 uker","Andre kjøttferaser",1
2502,11,0,0,0,0,"Ung Kvige","Gamle norske raser",9
